2003,177,1,1,2.067,167.86,11.315,0.48571,0.48465,-0.079155,1.0471,0.026551
2003,185,1,1,2.3442,261.82,16.325,0.64286,0.58704,-0.086219,1.0471,0.026551
2003,193,1,1,1.9923,245.12,15.515,0.9,0.61184,-0.082646,1.0471,0.026551
2003,201,1,1,2.0649,167.42,13.33,0.84286,0.63405,-0.068456,1.0471,0.026551
2003,209,1,1,2.3225,218.86,13.645,1.2667,0.65624,-0.068771,1.0471,0.026551
2003,217,1,1,2.07,196.85,18.06,1.7,0.64033,-0.075415,1.0471,0.026551
2003,225,1,1,1.6223,102.72,8.365,1.0712,0.62466,-0.074158,1.0471,0.026551
2003,233,1,1,1.5162,111.17,3.425,0.97778,0.59312,-0.071696,1.0471,0.026551
2003,241,1,1,1.6218,105.05,3.725,0.94286,0.30355,0.0030929,1.0471,0.026551
2003,249,1,1,1.2769,47.321,-0.82,0.50104,0.51626,-0.16433,1.0471,0.026551
2004,185,1,1,2.1515,197.5,17.085,0.81667,0.5678,-0.09585,1.0471,0.026551
2004,193,1,1,1.365,230.98,11.06,0.97778,0.57503,-0.086355,1.0471,0.026551
2004,201,1,1,1.7104,177.88,11.965,1.1333,0.60967,-0.092771,1.0471,0.026551
2004,209,1,1,1.6342,109.57,12.485,1.0966,0.6354,-0.090807,1.0471,0.026551
2004,217,1,1,1.844,156.98,11.75,0.96667,0.63897,-0.094223,1.0471,0.026551
2004,225,1,1,1.3979,153.03,18.555,1.1222,0.62574,-0.10032,1.0471,0.026551
2004,233,1,1,1.3488,155.29,9.055,1.0444,0.6111,-0.10438,1.0471,0.026551
2004,241,1,1,1.0142,89.645,4.475,0.92222,0.5365,-0.13079,1.0471,0.026551
2004,249,1,1,0.99281,63.903,5.46,0.66667,0.49139,-0.1534,1.0471,0.026551
2005,177,1,1,2.5356,322.43,16.41,0.94444,0.56891,-0.10929,1.0471,0.026551
2005,185,1,1,2.1682,227.57,18.65,1.2444,0.6015,-0.10464,1.0471,0.026551
2005,193,1,1,2.6632,234.29,13.32,1.2889,0.60283,-0.098625,1.0471,0.026551
2005,201,1,1,2.8896,145.58,13.35,1.1221,0.62311,-0.08919,1.0471,0.026551
2005,209,1,1,2.3807,140.48,14.925,1.0556,0.63003,-0.086303,1.0471,0.026551
2005,217,1,1,1.8163,109.32,2.505,1.1667,0.58855,-0.093402,1.0471,0.026551
2005,225,1,1,1.8368,121.63,9.36,1.0712,0.62466,-0.074158,1.0471,0.026551
2006,177,1,1,1.3727,192.12,10.525,0.61111,0.55773,-0.092269,1.0471,0.026551
2006,185,1,1,2.8825,241.62,19.17,0.9,0.58585,-0.085212,1.0471,0.026551
2006,193,1,1,1.3862,159.68,16.75,1.1333,0.6146,-0.082807,1.0471,0.026551
2006,201,1,1,1.347,136.6,7.29,0.83333,0.61637,-0.05156,1.0471,0.026551
2006,209,1,1,1.6361,124.34,8.795,0.77778,0.57115,-0.059488,1.0471,0.026551
2006,217,1,1,1.2994,99.001,6.98,1.1667,0.65253,-0.069954,1.0471,0.026551
2006,225,1,1,1.1747,109.49,8.39,1.0667,0.66036,-0.073055,1.0471,0.026551
2006,233,1,1,1.0341,68.398,6.385,0.9383,0.57193,-0.086428,1.0471,0.026551
2007,185,1,1,3.1442,243.21,12.92,0.95635,0.6294,-0.076967,1.0471,0.026551
2007,193,1,1,2.3631,133.96,13.65,1.0889,0.63685,-0.063839,1.0471,0.026551
2007,201,1,1,2.7279,201.33,17.83,1,0.66679,-0.055235,1.0471,0.026551
2007,209,1,1,1.8002,173.82,20.705,1.3444,0.68604,-0.044573,1.0471,0.026551
