2004,153,5,5,0.87345,132.93,15.69,0.94202,0.22761,-0.02993,0.87543,0.18563
2004,161,5,5,1.2785,134.1,21.75,1.1222,0.30071,0.0495,0.87543,0.18563
2004,169,5,5,2.1452,151.63,22.83,1.4889,0.33214,0.083155,0.87543,0.18563
2004,177,5,5,2.6207,149.15,25.92,1.5444,0.33576,0.091513,0.87543,0.18563
2004,185,5,5,2.3781,98.793,20.58,1.4889,0.32968,0.11456,0.87543,0.18563
2004,193,5,5,3.0372,133.8,19.95,0.93333,0.34774,0.14215,0.87543,0.18563
2004,201,5,5,2.3057,106.93,19.51,1.8444,0.35379,0.13393,0.87543,0.18563
2004,209,5,5,1.8742,134.09,18.36,1.6111,0.36616,0.12798,0.87543,0.18563
2004,217,5,5,1.7217,59.941,10.13,1.5253,0.31151,0.077625,0.87543,0.18563
2004,225,5,5,1.654,64.023,11.26,1.3762,0.29049,0.096855,0.87543,0.18563
2004,233,5,5,1.3925,75.558,13.49,1.0889,0.26679,0.083383,0.87543,0.18563
2004,241,5,5,0.81031,78.639,11.93,0.78889,0.23157,0.070283,0.87543,0.18563
2003,81,14,9,0,197.89,-2.28,0.20222,0.066844,0.42718,0.72773,0.31003
2003,89,14,9,3.1903,181.52,8.73,0.15,0.12518,-0.14378,0.72773,0.31003
2003,97,14,9,0,179.28,7.78,0.28,0.13218,-0.21794,0.72773,0.31003
2003,105,14,9,0,240.69,10.03,0.2125,0.12824,-0.23318,0.72773,0.31003
2003,113,14,9,4.4839,235.48,27.15,0.2875,0.12924,-0.23912,0.72773,0.31003
2003,121,14,9,4.5223,216.61,27.96,0.24,0.12828,-0.24439,0.72773,0.31003
2003,129,14,9,2.9316,153.67,29.37,0.22222,0.14058,-0.22559,0.72773,0.31003
2003,137,14,9,5.0897,236.65,27.47,0.38889,0.16255,-0.2086,0.72773,0.31003
2003,145,14,9,4.9744,246.56,31.42,0.55556,0.18748,-0.18369,0.72773,0.31003
2003,153,14,9,7.8041,295.94,30.34,0.88889,0.22176,-0.13186,0.72773,0.31003
2003,161,14,9,6.3509,207.93,28.8,0.87778,0.31608,-0.0148,0.72773,0.31003
2003,169,14,9,7.4003,240.05,28.42,1.2778,0.31311,-0.034909,0.72773,0.31003
2003,177,14,9,7.2381,186.97,21.97,0.76667,0.3296,0.035927,0.72773,0.31003
2003,185,14,9,8.6614,259.31,22.96,0.88889,0.35013,0.03152,0.72773,0.31003
2003,193,14,9,6.5164,204.01,28.44,2.1556,0.43871,0.067982,0.72773,0.31003
2003,201,14,9,7.7048,185.38,25.05,1.7778,0.40548,0.070828,0.72773,0.31003
2003,209,14,9,7.9088,229.41,23.62,1.6333,0.38545,0.053291,0.72773,0.31003
2003,217,14,9,7.2942,246.48,23.22,1.6333,0.37382,0.041206,0.72773,0.31003
